0,3.17373e-05,0.0212637483,0.0011783858,7.1135e-06,1.368e-06,0.0637808482,0.0004484268,1.58687e-05,1.6416e-06,0.0365028728,5.41724e-05,0.0091392613,1.72367e-05,4.6238e-05,5.472e-07,0.0228659371,1.20383e-05,0.0062766074,0.0005132695,2.736e-07,0,0.0003928865,5.4446e-05,2.1888e-06,5.472e-07,5.472e-07,0,0.0031302326,4.9248e-06,0.0034413133,0.0019827633,0.0010440492,0.0010019152,0.0001119015,3.66621e-05,5.5814e-05,3.8304e-06,1.45007e-05,0,0,2.736e-07,1.20383e-05,2.736e-07,6.73051e-05,0,4.9248e-06,0,6.48427e-05,1.6416e-06,0.0012694938,1.0944e-06,6.59371e-05,0,0.0001083447,0,0.1396987688,1.09439e-05,0.0011863201,3.5568e-06,0.0085045144,1.0944e-06,0.006471409,3.5568e-06,0.0041926129,5.472e-07,0.0008142271,1.86047e-05,0.0024623803,4.9248e-06,0.0110336525,2.2435e-05,0.0451173735,6.12859e-05,0.021170725,3.28317e-05,0.0602831737,9.68536e-05,6.5663e-06,0,0.0001264022,2.736e-07,1.17647e-05,0,0.0016719562,0,5.472e-06,0,0.0007674419,0
2.41758e-05,0,0.0008585165,0.0694343407,8.242e-07,7.1429e-06,4.36813e-05,0.0593538462,0,5.4945e-06,1.34615e-05,0.0488291209,7.6923e-06,0.001768956,0,2.52747e-05,7.1429e-06,0.0010247253,0.0006574176,0.0056593407,0,0,1.37363e-05,6.51099e-05,2.747e-07,5.495e-07,0,0,4.9451e-06,0.0009142857,0.0013681319,0.0009392857,0.0007491758,0.0022228022,0.000160989,0.0001975275,9.3407e-06,2.91209e-05,0,8.5165e-06,0,1.84066e-05,2.747e-07,1.56593e-05,1.0989e-06,0.0001159341,0,1.37363e-05,1.6484e-06,0.0001173077,2.4725e-06,0.0007535714,8.242e-07,2.747e-07,2.747e-07,2.11538e-05,1.26374e-05,0.1474854396,2.41758e-05,0.0043230769,1.53846e-05,0.0070675824,6.044e-06,0.0075516484,1.6484e-06,0.006235989,0.0001156593,0.0054508242,5.4945e-06,0.011996978,4.6703e-06,0.0093252747,5.43956e-05,0.0250090659,1.97802e-05,0.0187947802,5.27473e-05,0.046035989,2.747e-07,1.64835e-05,4.9451e-06,3.1044e-05,0,2.747e-07,5.2198e-06,0.0008947802,0,5.495e-07,8.242e-07,0.0003013736
0.0123627474,0.0002223516,0,0.0336311991,0.0159376019,0.000904773,0.2729774156,0.0271830035,0.0105275902,0.0014051222,0.017276135,0.0009024447,0.0279732247,0.0024714785,0.0084300349,8.38184e-05,0.0043662398,0.0001806752,0.0570251455,0.0069010477,5.3085e-05,1.79278e-05,0.2065334109,0.0027855646,0.0002842841,9.89523e-05,4.657e-07,3.7253e-06,0.0083068685,0.0001252619,0.0963629802,0.060287078,0.011348312,0.0069583236,0.0016377183,1.93248e-05,0.0002088475,6.5192e-06,1.1641e-06,0,1.397e-06,1.397e-06,6.00698e-05,6.985e-07,4.58673e-05,1.8626e-06,1.88591e-05,4.657e-07,1.32712e-05,6.0536e-06,0.0001217695,2.7939e-06,9.3132e-06,0,2.46799e-05,0,0.0014230501,5.51804e-05,5.79744e-05,4.4237e-06,0.000261234,6.2864e-06,0.0003147846,3.30617e-05,0.0001757858,6.5192e-06,0.0015911525,2.39814e-05,8.00931e-05,7.2177e-06,0.0047317811,0.0010020955,0.0527997672,0.0028172293,0.0099587893,0.0006877765,0.0273981374,0.0024407451,3.9581e-06,2.328e-07,7.86962e-05,2.7939e-06,5.1222e-06,0,0.0006344587,6.5192e-06,6.2864e-06,0,0.000314319,6.985e-07
0.0004104167,0.0207560606,0.0263867424,0,0.002749053,0.0573778409,0.0142409091,0.1904399621,0.0013719697,0.0141918561,0.0044888258,0.0209507576,0.0090354167,0.0182070076,0.0009810606,0.0011767045,0.0002945076,0.0021306818,0.0051293561,0.1109435606,1.894e-07,0.0001676136,0.0105617424,0.1725873106,0.0004566288,0.0203965909,1.894e-07,0.0007142045,0.0010943182,0.0016575758,0.0629962121,0.1367791667,0.0039297348,0.0302704545,9.18561e-05,0.0005018939,5.43561e-05,6.98864e-05,0,1.1364e-06,0,2.14015e-05,4.5455e-06,1.93182e-05,3.7879e-06,2.10227e-05,3.0303e-06,5.8712e-06,3.0303e-06,5.81439e-05,1.23106e-05,4.75379e-05,1.5152e-06,1.894e-07,2.2727e-06,5.303e-06,0.0001005682,0.0035005682,7.9545e-06,0.000325947,2.42424e-05,0.0001329545,3.40909e-05,0.0005816288,2.02652e-05,0.0001651515,9.81061e-05,0.0011660985,4.71591e-05,0.0005952652,0.000832197,0.0149267045,0.0094409091,0.034200947,0.0020191288,0.0087439394,0.0059024621,0.0367280303,3.788e-07,4.1667e-06,7.197e-06,2.32955e-05,5.682e-07,3.788e-07,6.64773e-05,9.41288e-05,1.7045e-06,1.894e-07,2.89773e-05,2.04545e-05
1.8692e-06,0,0.0399302181,0.0002897196,0,0.0001993769,0.010388785,0.0002305296,0.1483277259,5.98131e-05,3.7383e-06,0,0.0005632399,7.4766e-06,0.1025482866,4.3614e-06,6.231e-07,0,6.231e-07,3.7383e-06,0.0041570093,2.4922e-06,0.0193183801,2.67913e-05,0.0977021807,3.86293e-05,0.1069457944,1.2461e-06,0.0310130841,6.231e-07,0.0007327103,0.0001214953,1.74455e-05,0,2.42991e-05,8.0997e-06,0.0024037383,1.2461e-06,0.0001850467,0,6.8536e-06,0,0.0004529595,0,3.98754e-05,6.231e-07,0.000941433,0,0.0001009346,6.231e-07,0.0005962617,0,0.0002834891,0,0.0001464174,0,1.2461e-06,0,6.231e-07,0,6.231e-07,0,8.0997e-06,0,3.1153e-06,0,3.92523e-05,1.2461e-06,1.8692e-06,0,0.0083626168,4.3614e-06,0.05585919,7.4766e-06,0.0014866044,1.2461e-06,0.0007507788,3.7383e-06,0,0,1.24611e-05,0,4.6729e-05,0,0.000376947,0,2.92835e-05,0,0.0001352025,0
0,0,0.0007233871,0.0832677419,0.0012217742,0,0.0001862903,0.0579112903,0.0001008065,0.1039056452,1.6129e-05,2.58065e-05,6.77419e-05,0.0002,7.25806e-05,0.0082693548,0,8.065e-07,1.6129e-06,0.0004298387,0,0.0002362903,0.0010112903,0.0098120968,0.0004306452,0.1671129032,8.065e-07,0.0617080645,1.45161e-05,0.0116459677,0.0002596774,0.0089443548,3.2258e-06,2.74194e-05,9.6774e-06,1.12903e-05,8.065e-07,0.0049943548,0,0.0005540323,0,0.0124693548,8.065e-07,0.0001991935,0,2.4194e-06,0,0.0002048387,0,2.90323e-05,0,8.0645e-06,0,5.6452e-06,0,0.0008048387,0,8.065e-07,0,8.065e-07,0,8.065e-07,0,4.8387e-06,0,0,8.065e-07,7.2581e-06,0,0,1.12903e-05,0.0341362903,0.0001193548,0.0166258065,3.22581e-05,0.0003177419,5.32258e-05,0.0013701613,0,8.065e-07,0,2.4194e-06,0,0.0035112903,1.6129e-06,0.000525,0,0.0006032258,8.065e-07,0.0001709677
0.0528032859,3.96495e-05,0.1973677985,0.0089682366,0.0006898138,0.0003036145,0,0.007618839,0.0105967141,0.0007855422,0.0411476451,0.0004626506,0.0775362541,0.0007802848,0.0029899233,0.0001112815,0.0087364732,3.46112e-05,0.0050424973,0.0012554217,3.2859e-06,4.381e-07,0.0163566265,0.0012247536,6.5717e-06,4.40307e-05,4.381e-07,2.8478e-06,0.0046249726,3.89923e-05,0.0323802848,0.0198587076,0.0030041621,0.0003296824,0.0004026287,1.35816e-05,0.0001296824,1.0953e-06,3.5049e-06,0,4.381e-07,4.381e-07,2.16867e-05,2.191e-07,3.72399e-05,0,9.6386e-06,2.191e-07,9.2004e-06,2.6287e-06,0.0002078861,1.0953e-06,1.75246e-05,0,4.44688e-05,2.191e-07,0.0032067908,2.03724e-05,0.000124644,2.8478e-06,0.0006181818,7.2289e-06,0.0003053669,2.60679e-05,0.0004122673,4.3812e-06,0.000532092,1.22673e-05,2.43154e-05,1.0953e-06,0.0024979189,0.0003673604,0.0163099671,0.0010920044,0.0031071194,0.0002720701,0.0111340635,0.0007783133,1.7525e-06,4.381e-07,6.24315e-05,2.191e-07,5.2574e-06,0,0.0009364732,1.7525e-06,6.5717e-06,0,0.000501862,2.191e-07
9.14397e-05,0.0398593385,0.0088836576,0.2035173152,0.0003735409,0.0183101167,0.0045842412,0,0.0003451362,0.0496208171,0.0017749027,0.0440601167,0.0038624514,0.1190332685,0.000263035,0.006372179,5.40856e-05,0.0006643969,0.0003544747,0.0017099222,1.946e-07,2.9183e-06,0.0039433852,0.0057132296,2.12062e-05,0.0006264591,0,2.33463e-05,0.0004535019,0.0010762646,0.0249727626,0.036061284,0.0002780156,0.0039287938,5.36965e-05,0.0001708171,1.43969e-05,5.60311e-05,3.891e-07,4.2802e-06,5.837e-07,7.02335e-05,1.1673e-06,6.6148e-06,1.3619e-06,1.45914e-05,7.782e-07,4.8638e-06,1.3619e-06,2.33463e-05,6.2257e-06,4.16342e-05,7.782e-07,0,5.837e-07,8.5603e-06,4.70817e-05,0.0015678988,9.9222e-06,0.0003509728,1.57588e-05,0.0003622568,1.4786e-05,0.0013770428,9.9222e-06,0.0003208171,6.1284e-05,0.0010673152,9.9222e-06,0.0001877432,0.0003768482,0.0094291829,0.0061571984,0.0165821012,0.0015501946,0.0036363813,0.0035303502,0.0123249027,1.946e-07,5.4475e-06,4.2802e-06,1.40078e-05,1.946e-07,9.728e-07,2.37354e-05,0.0001266537,1.946e-07,5.837e-07,1.20623e-05,3.40467e-05
5.9259e-06,1.4815e-06,0.0711659259,0.0081792593,0.2271288889,0.0012088889,0.1025881481,0.0057244444,0,0.0016637037,2.963e-06,2.963e-06,0.0057748148,0.0008,0.1494474074,0.0006103704,0,0,4.4444e-06,4.59259e-05,1.48148e-05,4.4444e-06,0.0058266667,0.0017274074,0.0013437037,0.0002192593,0.0005155556,2.963e-06,0.0140355556,1.4815e-06,0.0075792593,0.0045333333,0.0003392593,1.03704e-05,8.14815e-05,2.963e-06,0.0007748148,0,2.81481e-05,0,0,0,0.0001659259,0,1.33333e-05,0,0.0002948148,0,4.59259e-05,0,0.0002325926,0,9.03704e-05,0,2.66667e-05,0,2.963e-06,0,1.4815e-06,0,0,0,5.9259e-06,0,1.4815e-06,0,6.51852e-05,4.4444e-06,4.4444e-06,0,0.0005214815,0.0001955556,0.0240622222,0.0004044444,0.0026918519,0.0001377778,0.0041525926,0.0002385185,0,0,4.4444e-06,0,1.18519e-05,0,8.44444e-05,0,0,0,4.2963e-05,0
1.0929e-06,1.0929e-06,0.0015551913,0.0187715847,0.000536612,0.2011595628,0.0006404372,0.1813245902,0.0002655738,0,5.4645e-06,1.20219e-05,0.0003016393,0.0041901639,0.0002087432,0.078,1.0929e-06,1.0929e-06,1.0929e-06,3.1694e-05,0,2.1858e-06,0.0005617486,0.0010666667,1.20219e-05,0.0034994536,0,5.79235e-05,6.3388e-05,0.0067923497,0.0002251366,0.0021038251,0,0.0002153005,5.02732e-05,6.77596e-05,0,0.0111180328,1.0929e-06,0.000926776,0,0.017136612,2.1858e-06,0.0003551913,0,8.7432e-06,0,0.0003377049,1.0929e-06,8.52459e-05,1.0929e-06,2.40437e-05,0,4.3716e-06,0,0.0011333333,0,3.2787e-06,0,0,1.0929e-06,2.1858e-06,3.2787e-06,9.8361e-06,1.0929e-06,2.1858e-06,4.3716e-06,2.73224e-05,0,0,2.29508e-05,0.0336535519,0.0002273224,0.0627530055,8.4153e-05,0.0022032787,0.0001147541,0.0064196721,0,1.0929e-06,0,8.7432e-06,0,0.0004032787,1.0929e-06,0.0009693989,0,0.0002163934,0,0.0001759563
